movieInfo,title,star,quote
"
                            导演: 王家卫 Kar Wai Wong   主演: 林青霞 Brigitte Lin / 金城武 Takeshi K...;
                            1994 / 香港 / 剧情 爱情
                        ;
                                ;
                            ",重庆森林 / 重慶森林 / Chungking Express,8.6,寂寞没有期限。
"
                            导演: 王家卫   主演: 梁朝伟 / 张国荣 / 张震;
                            1997 / 香港 日本 韩国 / 剧情 爱情 同性
                        ;
                                ;
                            ",春光乍泄 / 春光乍洩 / 一起快乐  /  Happy Together,8.7,爱情纠缠，男女一致。
"
                            导演: 陈可辛 Peter Chan   主演: 黎明 Leon Lai / 张曼玉 Maggie Cheung / ...;
                            1996 / 香港 / 剧情 爱情
                        ;
                                ;
                            ",甜蜜蜜 / Comrades: Almost a Love Story,8.7,逢只要一瞬间，等待却像是一辈子。
"
                            导演: 戈尔·维宾斯基 Gore Verbinski   主演: 约翰尼·德普 Johnny Depp / ...;
                            2003 / 美国 / 动作 冒险 奇幻
                        ;
                                ;
                            ",加勒比海盗 / Pirates of the Caribbean: The Curse of the Black Pearl / 加勒比海盗1：黑珍珠号的诅咒  /  神鬼奇航：鬼盗船魔咒(台),8.5,约翰尼·德普的独角戏。
"
                            导演: James Mangold   主演: John Cusack / Ray Liotta / Amanda Peet;
                            2003 / 美国 / 剧情 悬疑 惊悚
                        ;
                                ;
                            ",致命ID / Identity / 杀人游戏  /  致命身份,8.6,最不可能的那个人永远是最可能的。
"
                            导演: 理查德·林克莱特 Richard Linklater   主演: 伊桑·霍克 Ethan Hawke ...;
                            1995 / 美国 奥地利 瑞士 / 剧情 爱情
                        ;
                                ;
                            ",爱在黎明破晓前 / Before Sunrise / 情留半天(港)  /  爱在黎明破晓时(台),8.7,缘分是个连绵词，最美不过一瞬。
"
                            导演: 中岛哲也 Tetsuya Nakashima   主演: 松隆子 Takako Matsu / 冈田将生 ...;
                            2010 / 日本 / 剧情 惊悚
                        ;
                                ;
                            ",告白 / 自白  /  母亲,8.6,没有一人完全善，也没有一人完全恶。
"
                            导演: Martin Scorsese   主演: Leonardo DiCaprio / Mark Ruffalo / Michell...;
                            2010 / 美国 / 剧情 悬疑 惊悚
                        ;
                                ;
                            ",禁闭岛 / Shutter Island / 不赦岛(港)  /  隔离岛(台),8.6,昔日翩翩少年，今日大腹便便。
"
                            导演: 宫崎骏 Hayao Miyazaki   主演: 岛本须美 Sumi Shimamoto / 京田尚子 H...;
                            1984 / 日本 / 科幻 动画 奇幻 冒险
                        ;
                                ;
                            ",风之谷 / 風の谷のナウシカ / 风谷少女  /  Kaze no tani no Naushika,8.8,动画片的圣经。
"
                            导演: 詹姆斯·卡梅隆 James Cameron   主演: 萨姆·沃辛顿 Sam Worthington ...;
                            2009 / 美国 英国 / 动作 冒险 奇幻 科幻
                        ;
                                ;
                            ",阿凡达 / Avatar / 天神下凡  /  化身,8.6,绝对意义上的美轮美奂。
"
                            导演: 杨德昌   主演: 吴念真 / 李凯莉 Kelly Lee / 金燕玲 Elaine Jin;
                            2000 / 台湾 日本 / 剧情 爱情 家庭
                        ;
                                ;
                            ",一一 / Yi yi  /  Yi yi: A One and a Two,8.8,我们都曾经是一一。
"
                            导演: 雅克·贝汉 Jacques Perrin / 雅克·克鲁奥德 Jacques Cluzaud   主演:...;
                            2009 / 法国 瑞士 西班牙 美国 阿联酋 / 纪录片
                        ;
                                ;
                            ",海洋 / Océans / Oceans  /  海洋,9.0,大海啊，不全是水。
"
                            导演: 理查德·林克莱特 Richard Linklater   主演: 伊桑·霍克 Ethan Hawke ...;
                            2004 / 美国 / 剧情 爱情
                        ;
                                ;
                            ",爱在日落黄昏时 / Before Sunset / 日落巴黎(港)  /  爱在日落巴黎时(台),8.7,九年后的重逢是世俗和责任的交叠，没了悸动和青涩，沧桑而温暖。
"
                            导演: 爱德华·兹威克 Edward Zwick   主演: 安东尼·霍普金斯 Anthony Hopki...;
                            1994 / 美国 / 剧情 爱情 西部 家庭
                        ;
                                ;
                            ",燃情岁月 / Legends of the Fall / 秋日传奇  /  真爱一世情(台),8.8,传奇，不是每个人都可以拥有。
"
                            导演: 迪恩·德布洛斯 Dean DeBlois / 克里斯·桑德斯 Chris Sanders   主演:...;
                            2010 / 美国 / 喜剧 动画 奇幻 冒险 家庭
                        ;
                                ;
                            ",驯龙高手 / How to Train Your Dragon / 驯龙记(港),8.7,和谐的生活离不开摸头与被摸头。
"
                            导演: 近藤喜文 Yoshifumi Kondo   主演: 本名阳子 Youko Honna / 小林桂树 K...;
                            1995 / 日本 / 剧情 爱情 动画 音乐
                        ;
                                ;
                            ",侧耳倾听 / 耳をすませば / 心之谷  /  梦幻街少女,8.8,少女情怀总是诗。
"
                            导演: Gérard Oury   主演: 路易·德·菲耐斯 Louis de Funès / 布尔维尔 B...;
                            1966 / 法国 英国 / 喜剧 战争
                        ;
                                ;
                            ",虎口脱险 / La grande vadrouille / 横冲直撞出重围(港)  /  Don't Look Now... We're Being Shot At!,8.9,永远看不腻的喜剧。
"
                            导演: 史蒂文·斯皮尔伯格 Steven Spielberg   主演: 汤姆·汉克斯 Tom Hanks...;
                            2004 / 美国 / 喜剧 剧情 爱情
                        ;
                                ;
                            ",幸福终点站 / The Terminal / 机场客运站(港)  /  航站情缘(台),8.6,有时候幸福需要等一等。 
"
                            导演: 理查德·柯蒂斯 Richard Curtis   主演: 休·格兰特 Hugh Grant / 柯林...;
                            2003 / 英国 美国 / 喜剧 剧情 爱情
                        ;
                                ;
                            ",真爱至上 / Love Actually / 爱是您，爱是我(台)  /  真的恋爱了(港),8.5,爱，是个动词。
"
                            导演: 托尼·凯耶 Tony Kaye   主演: 艾德里安·布洛迪 Adrien Brody / 克里...;
                            2011 / 美国 / 剧情
                        ;
                                ;
                            ",超脱 / Detachment / 人间师格(台),8.7,穷尽一生，我们要学会的，不过是彼此拥抱。
"
                            导演: 皮艾尔·柯芬 Pierre Coffin / 克里斯·雷纳德 Chris Renaud   主演: ...;
                            2010 / 美国 / 儿童 喜剧 动画
                        ;
                                ;
                            ",神偷奶爸 / Despicable Me / 卑鄙的我  /  坏蛋奖门人(港),8.5,Mr. I Don't Care其实也有Care的时候。
"
                            导演: 詹姆斯·温 James Wan   主演: 雷·沃纳尔 Leigh Whannell / 加利·艾...;
                            2004 / 美国 澳大利亚 / 犯罪 悬疑 惊悚
                        ;
                                ;
                            ",电锯惊魂 / Saw / 夺魂锯  /  恐惧斗室,8.6,真相就在眼前。
"
                            导演: 北野武 Takeshi Kitano   主演: 北野武 Takeshi Kitano / 关口雄介 Yus...;
                            1999 / 日本 / 剧情 喜剧
                        ;
                                ;
                            ",菊次郎的夏天 / 菊次郎の夏 / Kikujirô no natsu  /  菊次郎的夏天,8.7,从没见过那么流氓的温柔，从没见过那么温柔的流氓。
"
                            导演: 李濬益 Jun-ik Lee   主演: 薛景求 Kyung-gu Sol / 严志媛 Ji-won Uhm ...;
                            2013 / 韩国 / 剧情 家庭
                        ;
                                ;
                            ",素媛 / 소원 / 许愿  /  希望：为爱重生(台),9.0,受过伤害的人总是笑得最开心，因为他们不愿意让身边的人承受一样的痛苦。
"
                            导演: 查理·卓别林 Charles Chaplin   主演: 查理·卓别林 Charles Chaplin ...;
                            1936 / 美国 / 喜剧 剧情 爱情
                        ;
                                ;
                            ","摩登时代 / Modern Times / The Masses  /  Temps modernes, Les",9.1,大时代中的人生，小人物的悲喜。
"
                            导演: 史蒂文·斯皮尔伯格 Steven Spielberg   主演: 莱昂纳多·迪卡普里奥 L...;
                            2002 / 美国 加拿大 / 传记 犯罪 剧情
                        ;
                                ;
                            ",猫鼠游戏 / Catch Me If You Can / 逍遥法外  /  神鬼交锋(台),8.6,骗子大师和执著警探的你追我跑故事。 
"
                            导演: 李安 Ang Lee   主演: 希斯·莱杰 Heath Ledger / 杰克·吉伦哈尔 Jake...;
                            2005 / 美国 加拿大 / 剧情 爱情 同性 家庭
                        ;
                                ;
                            ",断背山 / Brokeback Mountain / 断臂山,8.5,每个人心中都有一座断背山。
"
                            导演: 米林宏昌 Hiromasa Yonebayashi   主演: 志田未来 Mirai Shida / 神木...;
                            2010 / 日本 / 动画 奇幻 冒险
                        ;
                                ;
                            ",借东西的小人阿莉埃蒂 / 借りぐらしのアリエッティ / 借物少女艾莉缇(台)  /  借东西的小矮人亚莉亚蒂(港),8.7,曾经的那段美好会沉淀为一辈子的记忆。
"
                            导演: 丹尼·鲍尔 Danny Boyle / 洛芙琳·坦丹 Loveleen Tandan   主演: 戴夫...;
                            2008 / 英国 美国 / 剧情 爱情
                        ;
                                ;
                            ",贫民窟的百万富翁 / Slumdog Millionaire / 贫民百万富翁(台)  /  一百万零一夜(港),8.5,上帝之城+猜火车+阿甘正传+开心辞典=山寨富翁
"
                            导演: 巴瑞·莱文森 Barry Levinson   主演: 达斯汀·霍夫曼 Dustin Hoffman ...;
                            1988 / 美国 / 剧情
                        ;
                                ;
                            ",雨人 / Rain Man / 手足情未了  /  手足情深,8.6,生活在自己的世界里，也可以让周围的人显得可笑和渺小。
"
                            导演: 罗启锐 Alex Law   主演: 吴君如 Sandra Ng / 任达华 Simon Yam / 钟绍...;
                            2010 / 香港 中国大陆 / 剧情 家庭
                        ;
                                ;
                            ",岁月神偷 / 歲月神偷 / 1969太空漫游  /  Echoes Of The Rainbow,8.6,岁月流逝，来日可追。
"
                            导演: 尼克·卡索维茨 Nick Cassavetes   主演: 瑞恩·高斯林 Ryan Gosling /...;
                            2004 / 美国 / 剧情 爱情
                        ;
                                ;
                            ",恋恋笔记本 / The Notebook / 深情日记  /  写我情真,8.5,爱情没有那么多借口，如果不能圆满，只能说明爱的不够。 
"
                            导演: 比利·怀尔德 Billy Wilder   主演: 查尔斯·劳顿 Charles Laughton / ...;
                            1957 / 美国 / 剧情 犯罪 悬疑
                        ;
                                ;
                            ",控方证人 / Witness for the Prosecution / 雄才伟略  /  情妇,9.5,比利·怀德满分作品。
"
                            导演: Christopher Nolan   主演: Guy Pearce / Carrie-Anne Moss / Joe Pant...;
                            2000 / 美国 / 犯罪 剧情 悬疑 惊悚
                        ;
                                ;
                            ",记忆碎片 / Memento / 失忆  /  记忆拼图,8.5,一个针管引发的血案。
"
                            导演: Mervyn LeRoy   主演: Vivien Leigh / Robert Taylor / Lucile Watson;
                            1940 / 美国 / 剧情 战争 爱情
                        ;
                                ;
                            ",魂断蓝桥 / Waterloo Bridge / 滑铁卢桥  /  断桥残梦,8.8,中国式内在的美国电影。
"
                            导演: 王家卫 Kar Wai Wong   主演: 张国荣 Leslie Cheung / 张曼玉 Maggie C...;
                            1994 / 香港 台湾 / 剧情 动作 爱情 武侠 古装
                        ;
                                ;
                            ",东邪西毒 / 東邪西毒 / Ashes of Time,8.5,电影诗。
"
                            导演: 保罗·格林格拉斯 Paul Greengrass   主演: 马特·达蒙 Matt Damon / ...;
                            2007 / 美国 德国 / 动作 悬疑 冒险
                        ;
                                ;
                            ",谍影重重3 / The Bourne Ultimatum / 神鬼认证：最后通牒 (台)  /  叛谍追击3：最后通牒(港),8.7,像吃了苏打饼一样干脆的电影。
"
                            导演: 细田守 Mamoru Hosoda   主演: 仲里依纱 Riisa Naka / 石田卓也 Takuya...;
                            2006 / 日本 / 剧情 爱情 科幻 动画
                        ;
                                ;
                            ",穿越时空的少女 / 時をかける少女 / 跳跃吧！时空少女(台)  /  Toki o kakeru shôjo,8.7,爱上未来的你。 
"
                            导演: 丹尼·鲍尔 Danny Boyle   主演: 伊万·麦克格雷格 Ewan McGregor / 艾...;
                            1996 / 英国 / 犯罪 剧情
                        ;
                                ;
                            ",猜火车 / Trainspotting / 迷幻列车  /  定位的火车,8.5,不可猜的青春迷笛。 
"
                            导演: 科克·德·米科 Kirk De Micco / 克里斯·桑德斯 Chris Sanders   主演...;
                            2013 / 美国 / 喜剧 动画 冒险
                        ;
                                ;
                            ",疯狂原始人 / The Croods / 古鲁家族(港 / 台) ,8.8,老少皆宜，这就是好莱坞动画的魅力。
"
                            导演: 黑泽明 Akira Kurosawa   主演: 三船敏郎 Toshirô Mifune / 志村乔 ...;
                            1954 / 日本 / 动作 冒险 剧情
                        ;
                                ;
                            ",七武士 / 七人の侍 / 七侠四义(港)  /  The Seven Samurai,9.1,时代悲歌。
"
                            导演: 程小东 Siu-Tung Ching   主演: 张国荣 Leslie Cheung / 王祖贤 Joey W...;
                            1987 / 香港 / 剧情 爱情 武侠 古装
                        ;
                                ;
                            ",倩女幽魂 / 倩女幽魂(87版)  /  A Chinese Ghost Story,8.5,两张绝世的脸。 
"
                            导演: 彼特·道格特 Pete Docter / 大卫·斯沃曼 David Silverman   主演: 约...;
                            2001 / 美国 / 喜剧 动画 儿童 奇幻
                        ;
                                ;
                            ","怪兽电力公司 / Monsters, Inc. / 怪兽公司(港)  /  怪物公司",8.6,不要给它起名字，起了名字就有感情了。
"
                            导演: 韦斯·安德森 Wes Anderson   主演: 拉尔夫·费因斯 Ralph Fiennes / ...;
                            2014 / 美国 德国 英国 / 剧情 喜剧
                        ;
                                ;
                            ",布达佩斯大饭店 / The Grand Budapest Hotel / 布达佩斯大酒店(港)  /  欢迎来到布达佩斯大饭店(台),8.7,小清新的故事里注入了大历史的情怀。
"
                            导演: 托马斯·温特伯格 Thomas Vinterberg   主演: 麦斯·米科尔森 Mads Mik...;
                            2012 / 丹麦 瑞典 比利时 / 剧情
                        ;
                                ;
                            ",狩猎 / Jagten / 谎言的烙印(台)  /  诬网(港),9.0,人言可畏。
"
                            导演: 特瑞·乔治 Terry George   主演: 唐·钱德尔 Don Cheadle / 苏菲·奥...;
                            2004 / 英国 南非 意大利 美国 / 剧情 历史 战争
                        ;
                                ;
                            ",卢旺达饭店 / Hotel Rwanda / 卢安达饭店(台),8.8,当这个世界闭上双眼，他却敞开了怀抱。
"
                            导演: 马克·赫门 Mark Herman   主演: 阿沙·巴特菲尔德 Asa Butterfield / ...;
                            2008 / 英国 美国 / 剧情 战争
                        ;
                                ;
                            ",穿条纹睡衣的男孩 / The Boy in the Striped Pajamas / 穿条纹衣服的男孩  /  穿条纹衣的男孩,8.8,尽管有些不切实际的幻想，这部电影依旧是一部感人肺腑的佳作。
"
                            导演: 新海诚 Makoto Shinkai   主演: 水桥研二 Kenji Mizuhashi / 近藤好美 ...;
                            2007 / 日本 / 动画 剧情 爱情
                        ;
                                ;
                            ",秒速5厘米 / 秒速5センチメートル / 秒速五厘米  /  秒速5公分,8.5,青春就是放弃和怀念。
"
                            导演: Chris Columbus   主演: Daniel Radcliffe / Emma Watson / Rupert Grint;
                            2001 / 美国 英国 / 奇幻 冒险
                        ;
                                ;
                            ",哈利·波特与魔法石 / Harry Potter and the Sorcerer's Stone / 哈利波特1：神秘的魔法石(港 / 台) ,8.5,童话世界的开端。
"
                            导演: 杰茜·尼尔森 Jessie Nelson   主演: Sean Penn / Dakota Fanning / Mi...;
                            2001 / 美国 / 剧情 家庭
                        ;
                                ;
                            ",我是山姆 / I Am Sam / 不一样的爸爸(港)  /  他不笨，他是我爸爸(台),8.9,爱并不需要智商 。
"
                            导演: Steven Spielberg   主演: Haley Joel Osment / Frances O'Connor / Sa...;
                            2001 / 美国 / 冒险 剧情 科幻
                        ;
                                ;
                            ",人工智能 / Artificial Intelligence: AI / AI人工智慧,8.6,对爱的执着，可以超越一切。
"
                            导演: 达伦·阿罗诺夫斯基 Darren Aronofsky   主演: 娜塔丽·波曼 Natalie P...;
                            2010 / 美国 / 剧情 惊悚
                        ;
                                ;
                            ",黑天鹅 / Black Swan / 夺命黑天鹅  /  霸王别鹅(豆友译名),8.5,黑暗之美。
"
                            导演: 乔·怀特 Joe Wright   主演: 凯拉·耐特丽 Keira Knightley / 马修·...;
                            2005 / 法国 英国 美国 / 剧情 爱情
                        ;
                                ;
                            ",傲慢与偏见 / Pride & Prejudice / 傲慢与偏见2005  /  Pride And Prejudice,8.4,爱是摈弃傲慢与偏见之后的曙光。
"
                            导演: 克林特·伊斯特伍德 Clint Eastwood   主演: 凯文·科斯特纳 Kevin Cos...;
                            1993 / 美国 / 剧情 犯罪
                        ;
                                ;
                            ",完美的世界 / A Perfect World / 强盗保镳,9.0,坏人的好总是比好人的好来得更感人。
"
                            导演: Francis Ford Coppola   主演: 阿尔·帕西诺 Al Pacino / 黛安·基顿 D...;
                            1990 / 美国 / 剧情 犯罪
                        ;
                                ;
                            ",教父3 / The Godfather: Part III / 教父第三集  /  教父 III,8.7,任何信念的力量，都无法改变命运。
"
                            导演: Luc Besson   主演: Jean-Marc Barr / Jean Reno / Rosanna Arquette;
                            1988 / 法国 美国 意大利 / 剧情 爱情
                        ;
                                ;
                            ",碧海蓝天 / Le grand bleu / 碧海情深  /  夜海倾情,8.7,在那片深蓝中，感受来自大海的忧伤寂寞与美丽自由。
"
                            导演: 李·昂克里奇 Lee Unkrich   主演: 汤姆·汉克斯 Tom Hanks / 蒂姆·艾...;
                            2010 / 美国 / 喜剧 动画 奇幻 冒险
                        ;
                                ;
                            ",玩具总动员3 / Toy Story 3 / 反斗奇兵3(港)  /  玩具的故事3,8.8,跨度十五年的欢乐与泪水。
"
                            导演: Stanley Donen / Gene Kelly   主演: Gene Kelly / Donald O'Connor / ...;
                            1952 / 美国 / 喜剧 歌舞 爱情
                        ;
                                ;
                            ",雨中曲 / Singin' in the Rain / 雨中情  /  万花嬉春,8.9,骨灰级歌舞片。
"
                            导演: 汤姆·提克威 Tom Tykwer   主演: 本·卫肖 Ben Whishaw / 艾伦·瑞克...;
                            2006 / 德国 法国 西班牙 美国 / 剧情 犯罪 奇幻
                        ;
                                ;
                            ",香水 / Perfume: The Story of a Murderer / 香水：一个杀人犯的故事  /  香水：一个谋杀犯的故事,8.4,一个单凭体香达到高潮的男人。
"
                            导演: 吴宇森 John Woo   主演: 周润发 Yun-Fat Chow / 狄龙 Lung Ti / 张国...;
                            1986 / 香港 / 动作 犯罪
                        ;
                                ;
                            ",英雄本色 / A Better Tomorrow  /  Gangland Boss,8.7,英雄泪短，兄弟情长。 
"
                            导演: 卡洛斯·沙尔丹哈 Carlos Saldanha / 克里斯·韦奇 Chris Wedge   主演...;
                            2002 / 美国 / 喜剧 动画 冒险
                        ;
                                ;
                            ",冰川时代 / Ice Age / 冰河世纪  /  冰原历险记,8.4,松鼠才是角儿。
"
                            导演: 保罗·哈吉斯 Paul Haggis   主演: 桑德拉·布洛克 Sandra Bullock / ...;
                            2004 / 美国 德国 / 犯罪 剧情
                        ;
                                ;
                            ",撞车 / Crash / 冲击效应  /  冲撞,8.6,天使与魔鬼的冲撞。
"
                            导演: 奉俊昊 Joon-ho Bong   主演: 宋康昊 Kang-ho Song / 金相庆 Sang-kyun...;
                            2003 / 韩国 / 犯罪 剧情 悬疑 惊悚
                        ;
                                ;
                            ",杀人回忆 / 살인의 추억 / 谋杀回忆  /  杀手回忆录,8.6,关于连环杀人悬案的集体回忆。
"
                            导演: 吴宇森 John Woo   主演: 周润发 Yun-Fat Chow / 张国荣 Leslie Cheung...;
                            1991 / 香港 / 剧情 喜剧 动作 犯罪
                        ;
                                ;
                            ",纵横四海 / 緃横四海 / Once a Thief,8.7,香港浪漫主义警匪动作片的巅峰之作。
"
                            导演: Bernardo Bertolucci   主演: 尊龙 John Lone / 陈冲 Joan Chen / 彼德...;
                            1987 / 意大利 中国大陆 英国 法国 / 剧情 传记 历史
                        ;
                                ;
                            ",末代皇帝 / The Last Emperor / 末代皇帝溥仪(港),8.7,“不要跟我比惨，我比你更惨”再适合这部电影不过了。
"
                            导演: 丹尼斯·甘塞尔 Dennis Gansel   主演: 约根·沃格尔 Jürgen Vogel / ...;
                            2008 / 德国 / 剧情
                        ;
                                ;
                            ",浪潮 / Die Welle / 恶魔教室(台)  /  白恤暴潮(港),8.7,世界离独裁只有五天。
"
                            导演: 理查德·柯蒂斯 Richard Curtis   主演: 比尔·奈伊 Bill Nighy / 肯尼...;
                            2009 / 英国 德国 法国 / 剧情 喜剧 音乐
                        ;
                                ;
                            ",海盗电台 / The Boat That Rocked / 出位乐人谷(港)  /  海盗电波,8.7,生命不止，摇滚不死。
"
                            导演: 陆川 Chuan Lu   主演: 多布杰 Duobujie / 张磊 Lei Zhang / 亓亮;
                            2004 / 中国大陆 香港 / 剧情
                        ;
                                ;
                            ",可可西里 / Kekexili: Mountain Patrol,8.6,坚硬的信仰。
"
                            导演: 大森贵弘 Takahiro Omori   主演: 佐仓绫音 / 内山昂辉 Koki Uchiyama;
                            2011 / 日本 / 剧情 爱情 动画 奇幻
                        ;
                                ;
                            ",萤火之森 / 蛍火の杜へ / 萤火之社  /  Hotarubi no mori e,8.8,触不到的恋人。
"
                            导演: 雅克·贝汉 Jacques Perrin / 雅克·克鲁奥德 Jacques Cluzaud   主演:...;
                            2001 / 法国 德国 意大利 西班牙 瑞士 / 纪录片
                        ;
                                ;
                            ",迁徙的鸟 / Le peuple migrateur / 鸟的迁徙  /  鸟与梦飞行,9.1,最美的飞翔。
"
                            导演: 李安   主演: 赵文瑄 / 归亚蕾 / 金素梅;
                            1993 / 台湾 美国 / 剧情 喜剧 爱情 同性 家庭
                        ;
                                ;
                            ",喜宴 / The Wedding Banquet,8.7,中国家庭的喜怒哀乐忍。
"
                            导演: 克里斯托弗·诺兰 Christopher Nolan   主演: 杰里米.西奥伯德  Jeremy...;
                            1998 / 英国 / 犯罪 悬疑 惊悚
                        ;
                                ;
                            ",追随 / Following / 致命追踪  /  跟踪,9.0,诺兰的牛逼来源于内心散发出的恐惧。
"
                            导演: 西恩·潘 Sean Penn   主演: 埃米尔·赫斯基 Emile Hirsch / 马西娅·...;
                            2007 / 美国 / 冒险 传记 剧情
                        ;
                                ;
                            ",荒野生存 / Into the Wild / 浪荡天涯(港)  /  阿拉斯加之死(台),8.7,出门必备：本草纲目。
"
                            导演: 史蒂芬·戴德利 Stephen Daldry   主演: 凯特·温丝莱特 Kate Winslet ...;
                            2008 / 美国 德国 / 剧情 爱情
                        ;
                                ;
                            ",朗读者 / The Reader / 为爱朗读(台)  /  读爱(港),8.4,当爱情跨越年龄的界限，它似乎能变得更久远一点，成为一种责任，一种水到渠成的相濡以沫。 
"
                            导演: Andrew Niccol   主演: Nicolas Cage / Ethan Hawke / Jared Leto;
                            2005 / 美国 法国 / 剧情 犯罪
                        ;
                                ;
                            ",战争之王 / Lord of War / 军火之王(台 / 港) ,8.5,做一颗让别人需要你的棋子。
"
                            导演: 今敏 Satoshi Kon   主演: 林原惠美 Megumi Hayashibara / 古谷彻 T...;
                            2006 / 日本 / 动画 悬疑 科幻 惊悚
                        ;
                                ;
                            ",红辣椒 / パプリカ / 盗梦侦探  /  帕布莉卡,8.8,梦的勾结。
"
                            导演: 达伦·阿伦诺夫斯基 Darren Aronofsky   主演: 艾伦·伯斯汀 Ellen Bur...;
                            2000 / 美国 / 剧情
                        ;
                                ;
                            ",梦之安魂曲 / Requiem for a Dream / 噩梦挽歌(台)  /  迷上瘾(港),8.7,一场没有春天的噩梦。
"
                            导演: 黑泽明 Akira Kurosawa   主演: 三船敏郎 Toshirô Mifune / 千秋实 ...;
                            1950 / 日本 / 犯罪 剧情 悬疑
                        ;
                                ;
                            ",罗生门 / 羅生門 / Rashomon,8.7,人生的N种可能性。
"
                            导演: 岩井俊二 Shunji Iwai   主演: 三上博史 / 恰拉 / 伊藤步;
                            1996 / 日本 / 犯罪 剧情
                        ;
                                ;
                            ",燕尾蝶 / スワロウテイル / Swallowtail Butterfly  /  Suwarôteiru,8.7,现实与童话交相辉映的旅程。
"
                            导演: 大卫·叶茨 David Yates   主演: 丹尼尔·雷德克里夫 Daniel Radcliffe...;
                            2011 / 美国 英国 / 剧情 悬疑 奇幻 冒险
                        ;
                                ;
                            ",哈利·波特与死亡圣器(下) / Harry Potter and the Deathly Hallows: Part 2 / 哈利波特7：死神的圣物2(港 / 台) ,8.6,10年的完美句点。
"
                            导演: Frank Darabont   主演: 汤姆·汉克斯 Tom Hanks / 大卫·摩斯 David M...;
                            1999 / 美国 / 犯罪 剧情 奇幻 悬疑
                        ;
                                ;
                            ",绿里奇迹 / The Green Mile / 绿色奇迹(台)  /  绿色英里,8.7,天使暂时离开。
"
                            导演: Doug Liman   主演: Matt Damon / Franka Potente / Chris Cooper;
                            2002 / 美国 德国 捷克 / 动作 悬疑 冒险
                        ;
                                ;
                            ",谍影重重 / The Bourne Identity / 叛谍追击(港)  /  神鬼认证(台),8.5,哗啦啦啦啦，天在下雨，哗啦啦啦啦，云在哭泣……找自己。
"
                            导演: 迈克尔·贝 Michael Bay   主演: 肖恩·康纳利 Sean Connery / 尼古拉...;
                            1996 / 美国 / 动作 冒险
                        ;
                                ;
                            ",勇闯夺命岛 / The Rock / 石破天惊  /  绝地任务,8.5,类型片的极致。 
